ribosomal protein s9,pediastrum angulosum,3
cytochrome b559 aplpha subunit of photosystem ii,pediastrum angulosum,3
group ii intron reverse transcriptase/maturase,pediastrum angulosum,2
ribosomal protein s8,pediastrum angulosum,3
ribosomal protein l5,pediastrum angulosum,3
ribosomal protein l14,pediastrum angulosum,3
ribosomal protein l16,pediastrum angulosum,3
hypothetical chloroplast protein rf1,pediastrum angulosum,3
nadh dehydrogenase subunit 6,pediastrum angulosum,2
nadh dehydrogenase subunit 5,pediastrum angulosum,2
nadh dehydrogenase subunit 4l,pediastrum angulosum,2
nadh dehydrogenase subunit 4,pediastrum angulosum,2
nadh dehydrogenase subunit 3,pediastrum angulosum,2
nadh dehydrogenase subunit 2,pediastrum angulosum,2
nadh dehydrogenase subunit 1,pediastrum angulosum,2
cytochrome c oxidase subunit 3,pediastrum angulosum,2
cytochrome c oxidase subunit 2a,pediastrum angulosum,2
atp synthase f0 subunit 9,pediastrum angulosum,2
cytochrome b,pediastrum angulosum,2
cytochrome c oxidase subunit 1,pediastrum angulosum,2
atp synthase f0 subunit 6,pediastrum angulosum,2
"ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit",pediastrum braunii,1
psii 43 kda protein,pediastrum duplex,7
ribosomal protein l20,pediastrum duplex,7
ribosomal protein l32,pediastrum duplex,3
ribosomal protein s2,pediastrum duplex,7
translational initiation factor 1,pediastrum duplex,6
cp47 chlorophyll apoprotein of photosystem ii,pediastrum duplex,7
t protein of photosystem ii,pediastrum duplex,7
n protein of photosystem ii,pediastrum duplex,7
10 kda phosphoprotein of photosystem ii,pediastrum duplex,7
k protein of photosystem ii,pediastrum duplex,7
d1 reaction center protein of photosystem ii,pediastrum duplex,7
hypothetical protein,pediastrum duplex,165
cell division protein,pediastrum duplex,6
rna polymerase beta subunit,pediastrum duplex,21
ribosomal protein s3,pediastrum duplex,7
photochlorophyllide reductase subunit n,pediastrum duplex,5
photosystem ii protein vi,pediastrum duplex,7
photosystem ii protein l,pediastrum duplex,8
cytochrome b6/f complex subunit v,pediastrum duplex,7
ribosomal protein s12,pediastrum duplex,7
photosystem i subunit ix,pediastrum duplex,7
atp synthase cf0 a subunit,pediastrum duplex,7
photosystem ii protein j,pediastrum duplex,7
photosystem ii protein d2,pediastrum duplex,6
photosystem i p700 chlorophyll a apoprotein a1,pediastrum duplex,10
subunit vi of cytochrome b6/f complex,pediastrum duplex,7
subunit vii of photosystem i,pediastrum duplex,7
protochlorophyllide reductase subunit b,pediastrum duplex,7
hypothetical chloroplast protein rf12,pediastrum duplex,7
atp synthase cf1 epsilon subunit,pediastrum duplex,7
ribosomal protein s7,pediastrum duplex,7
ribosomal protein s11,pediastrum duplex,7
"ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit",pediastrum duplex,39
atp synthase cf0 b subunit,pediastrum duplex,7
atp synthase cf0 c subunit,pediastrum duplex,13
small subunit ribosomal rna,pediastrum duplex,14
large subunit ribosomal rna,pediastrum duplex,17
laglidadg endonuclease,pediastrum duplex,4
5s ribosomal rna,pediastrum duplex,13
ribosomal protein l23,pediastrum duplex,7
ribosomal protein l2,pediastrum duplex,7
ribosomal protein s19,pediastrum duplex,7
ribosomal protein s14,pediastrum duplex,7
cf1 alpha subunit of atp synthase,pediastrum duplex,7
i polypeptide of photosystem ii,pediastrum duplex,6
chloroplast envelope membrane protein,pediastrum duplex,7
ribosomal protein l12,pediastrum duplex,7
p700 apoprotein a2 of photosystem i,pediastrum duplex,7
heme attachment to plastid cytochrome c,pediastrum duplex,7
z protein of photosystem ii,pediastrum duplex,7
m protein of photosystem ii,pediastrum duplex,7
cf1 beta subunit of atp synthase,pediastrum duplex,7
translational elongation factor tu,pediastrum duplex,8
beta subunit of rna polymerase,pediastrum duplex,7
apocytochrome b6 of cytochrome b6/f complex,pediastrum duplex,7
ribosomal protein s18,pediastrum duplex,7
proteolytic subunit 2 of clp protease,pediastrum duplex,7
ribosomal protein s4,pediastrum duplex,7
alpha subunit of rna polymerase,pediastrum duplex,7
subunit iv of cytochrome b6/f complex,pediastrum duplex,7
apocytochrome f of cytochrome b6/f complex,pediastrum duplex,7
ribosomal protein l36,pediastrum duplex,7
atp-binding subunit of protochlorophyllide reductase,pediastrum duplex,6
hypothetical chloroplast protein rf3,pediastrum duplex,7
hypothetical chloroplast protein rf4,pediastrum duplex,7
ribosomal protein s9,pediastrum duplex,7
cytochrome b559 aplpha subunit of photosystem ii,pediastrum duplex,5
ribosomal protein s8,pediastrum duplex,7
ribosomal protein l5,pediastrum duplex,7
ribosomal protein l14,pediastrum duplex,7
ribosomal protein l16,pediastrum duplex,7
hypothetical chloroplast protein rf1,pediastrum duplex,7
hypothetical site-specific dna endonuclease,pediastrum duplex,4
photosystem ii 44 kda protein,pediastrum duplex,1
p700 chlorophyll a apoprotein a2,pediastrum duplex,1
translation initiation factor,pediastrum duplex,1
atp-dependent metalloprotease,pediastrum duplex,1
protochlorophyllide reductase subunit n,pediastrum duplex,2
cytochrome b559 alpha subunit of photosystem ii,pediastrum duplex,2
atp-binding subunit of protochlorophyllide,pediastrum duplex,1
nadh dehydrogenase subunit 1,pediastrum duplex,3
cytochrome c oxidase subunit 1,pediastrum duplex,3
atp synthase f0 subunit 6,pediastrum duplex,3
cytochrome c oxidase subunit 2a,pediastrum duplex,3
cytochrome c oxidase subunit 3,pediastrum duplex,3
nadh dehydrogenase subunit 5,pediastrum duplex,3
nadh dehydrogenase subunit 4,pediastrum duplex,3
nadh dehydrogenase subunit 4l,pediastrum duplex,3
atp synthase f0 subunit 9,pediastrum duplex,3
nadh dehydrogenase subunit 2,pediastrum duplex,3
nadh dehydrogenase subunit 6,pediastrum duplex,3
cytochrome b,pediastrum duplex,3
"ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit",pediastrum duplex var. rugulosum,4
"ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit",pediastrum duplex var. duplex,2
hypothetical reverse transcriptase,pediastrum duplex,1
orf1819,pediastrum duplex,1
hypothetical intron-encoded hnh endonuclease,pediastrum duplex,1
nadh dehydrogenase subunit 3,pediastrum duplex,2
putative hnh homing endonuclease,pediastrum duplex,3
putative hnh endonuclease,pediastrum duplex,1
putative giy-yig homing endonuclease,pediastrum duplex,1
putative laglidadg homing endonuclease,pediastrum duplex,2
elongation factor tu,pediastrum duplex,2
phototropin,pediastrum duplex,1
putative lov domain-containing protein,pediastrum duplex,2
atp synthase f0 subunit 9,pediastrum duplex group ii,1
nadh dehydrogenase subunit 4l,pediastrum duplex group ii,1
nadh dehydrogenase subunit 4,pediastrum duplex group ii,1
cytochrome c oxidase subunit 2a,pediastrum duplex group ii,1
atp synthase f0 subunit 6,pediastrum duplex group ii,1
cytochrome c oxidase subunit 1,pediastrum duplex group ii,1
nadh dehydrogenase subunit 5,pediastrum duplex group ii,1
nadh dehydrogenase subunit 1,pediastrum duplex group ii,1
large subunit ribosomal rna,pediastrum duplex group ii,4
small subunit ribosomal rna,pediastrum duplex group ii,2
cytochrome c oxidase subunit 3,pediastrum duplex group ii,1
nadh dehydrogenase subunit 3,pediastrum duplex group ii,1
cytochrome b,pediastrum duplex group ii,1
nadh dehydrogenase subunit 6,pediastrum duplex group ii,1
cytochrome b,pediastrum duplex group i,1
nadh dehydrogenase subunit 3,pediastrum duplex group i,1
cytochrome c oxidase subunit 3,pediastrum duplex group i,1
large subunit ribosomal rna,pediastrum duplex group i,4
small subunit ribosomal rna,pediastrum duplex group i,2
cytochrome c oxidase subunit 2a,pediastrum duplex group i,1
atp synthase f0 subunit 6,pediastrum duplex group i,1
cytochrome c oxidase subunit 1,pediastrum duplex group i,1
nadh dehydrogenase subunit 1,pediastrum duplex group i,1
nadh dehydrogenase subunit 5,pediastrum duplex group i,1
nadh dehydrogenase subunit 4,pediastrum duplex group i,1
nadh dehydrogenase subunit 4l,pediastrum duplex group i,1
atp synthase f0 subunit 9,pediastrum duplex group i,1
nadh dehydrogenase subunit 2,pediastrum duplex group i,1
nadh dehydrogenase subunit 6,pediastrum duplex group i,1
nadh dehydrogenase subunit 5,pediastrum duplex f. asperum,1
nadh dehydrogenase subunit 2,pediastrum duplex f. asperum,1
cytochrome c oxidase subunit 2a,pediastrum duplex f. asperum,1
nadh dehydrogenase subunit 4l,pediastrum duplex f. asperum,1
atp synthase f0 subunit 9,pediastrum duplex f. asperum,1
nadh dehydrogenase subunit 6,pediastrum duplex f. asperum,1
cytochrome b,pediastrum duplex f. asperum,1
nadh dehydrogenase subunit 1,pediastrum duplex f. asperum,1
cytochrome c oxidase subunit 1,pediastrum duplex f. asperum,1
atp synthase f0 subunit 6,pediastrum duplex f. asperum,1
nadh dehydrogenase subunit 4,pediastrum duplex f. asperum,1
nadh dehydrogenase subunit 3,pediastrum duplex f. asperum,1
cytochrome c oxidase subunit 3,pediastrum duplex f. asperum,1
"ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit",pediastrum duplex var. cohaerens,1
"ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit",pediastrum duplex f. asperum,1
p700 chlorophyll a-apoprotein a2,pediastrum duplex,1
large subunit of rubisco,pediastrum duplex,1
atp synthase beta-subunit,pediastrum duplex,1
cytochrome c6 precursor,pediastrum duplex,1
plastocyanin precursor,pediastrum duplex,1
"ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit",monoraphidium griffithi,2
"ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit",monoraphidium indicum,1
"ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit",monoraphidium pseudobraunii,1
"ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit",monoraphidium komarkovae,3
elongation factor tu,monoraphidium komarkovae,1
"ribulose-1,5-bisphosphate carboxylase/oxygenase small subunit",monoraphidium convolutum,1
"chloroplast ribulose-1,5-bisphosphate carboxylase/oxygenase small subunit",monoraphidium convolutum,1
chloroplast light-harvesting chlorophyll-a/b binding protein,monoraphidium convolutum,1
"ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit",monoraphidium contortum,6
large subunit of rubisco,monoraphidium circinale,1
hypothetical protein,monoraphidium neglectum,13823
outer membrane adhesin like protein,monoraphidium neglectum,8
ruvb-like 1,monoraphidium neglectum,2
putative swi/snf complex component snf12 like protein,monoraphidium neglectum,2
stromal cell-derived factor 2,monoraphidium neglectum,2
"pyruvate,orthophosphate dikinase",monoraphidium neglectum,3
molecular chaperone grpe,monoraphidium neglectum,4
ubiquitin-conjugating enzyme e2 n,monoraphidium neglectum,2
5-methyltetrahydropteroyltriglutamate--homocysteine s-methyltransferase,monoraphidium neglectum,2
50s ribosomal protein l18,monoraphidium neglectum,2
"alpha-1,2 glucosyltransferase alg10",monoraphidium neglectum,2
carotene biosynthesis-related protein cbr,monoraphidium neglectum,2
diaminohydroxyphosphoribosylaminopyrimidine deaminase,monoraphidium neglectum,2
glutathione reductase (nadph),monoraphidium neglectum,8
alpha-ketoglutarate permease,monoraphidium neglectum,6
cytochrome b5 domain-containing protein 1,monoraphidium neglectum,2
dna cross-link repair 1a protein,monoraphidium neglectum,2
gtp cyclohydrolase ii,monoraphidium neglectum,4
conserved oligomeric golgi complex subunit 2,monoraphidium neglectum,2
putative rrna-processing protein utp23 like protein,monoraphidium neglectum,2
fibrocystin-like protein,monoraphidium neglectum,2
fibrocystin-l-like protein,monoraphidium neglectum,2
alpha-acetolactate decarboxylase,monoraphidium neglectum,2
"acetolactate synthase, catabolic",monoraphidium neglectum,2
transforming protein myb,monoraphidium neglectum,4
dehydrogenase/reductase sdr family member 7b,monoraphidium neglectum,2
3-ketoacyl-coa synthase 6,monoraphidium neglectum,3
chaperone bcs1,monoraphidium neglectum,2
dna-dependent protein kinase catalytic subunit,monoraphidium neglectum,2
dna excision repair protein ercc-2,monoraphidium neglectum,2
tafazzin,monoraphidium neglectum,2
sec62-subunit of er-translocon,monoraphidium neglectum,2
potassium channel akt1,monoraphidium neglectum,3
swi/snf complex subunit swi3d,monoraphidium neglectum,2
nucleoside-diphosphate kinase,monoraphidium neglectum,6
ammonium transporter 1 member 3,monoraphidium neglectum,3
apag,monoraphidium neglectum,2
dna replication complex gins protein sld5,monoraphidium neglectum,2
putative sperm-associated antigen 6,monoraphidium neglectum,2
nadh dehydrogenase,monoraphidium neglectum,9
50s ribosomal protein l17,monoraphidium neglectum,3
abc transporter g family protein,monoraphidium neglectum,9
putative proteasomal ubiquitin receptor adrm1 like protein,monoraphidium neglectum,2
transglutaminase domain protein,monoraphidium neglectum,2
putative uncharacterized hydrolase,monoraphidium neglectum,2
oligosaccharyltransferase complex subunit beta,monoraphidium neglectum,3
iron hydrogenase,monoraphidium neglectum,2
deflagellation-inducible protein,monoraphidium neglectum,2
lipoxygenase homology domain-containing protein 1,monoraphidium neglectum,2
protochlorophyllide reductase,monoraphidium neglectum,3
short-chain dehydrogenase/reductase sdr,monoraphidium neglectum,14
putative e3 ubiquitin-protein ligase ari2,monoraphidium neglectum,2
utp--glucose-1-phosphateuridylyltransferase,monoraphidium neglectum,2
prohibitin-2,monoraphidium neglectum,2
wnk lysine deficient protein kinase,monoraphidium neglectum,2
sugar transport protein 10,monoraphidium neglectum,2
syntaxin-51,monoraphidium neglectum,2
pre-mrna-splicing factor spf27,monoraphidium neglectum,2
phytanoyl-coa dioxygenase,monoraphidium neglectum,2
anthranilate synthase component ii,monoraphidium neglectum,2
acetate kinase,monoraphidium neglectum,2
bromodomain-containing protein 9,monoraphidium neglectum,2
coiled-coil domain-containing protein 40,monoraphidium neglectum,2
putative transporter,monoraphidium neglectum,6
ribosomal rna large subunit methyltransferase n,monoraphidium neglectum,6
replication protein a dna-binding subunit,monoraphidium neglectum,3
"neural precursor cell expressed, developmentally down-regulated 4",monoraphidium neglectum,2
dehydrogenase/reductase,monoraphidium neglectum,2
putative mutl protein,monoraphidium neglectum,2
"5,10-methylenetetrahydrofolate reductase",monoraphidium neglectum,2
chorismate synthase,monoraphidium neglectum,2
u4/u6.u5 tri-snrnp-associated protein 1,monoraphidium neglectum,2
ribosome-recycling factor,monoraphidium neglectum,2
atp-dependent clp protease proteolytic subunit,monoraphidium neglectum,5
adenosine 5'-phosphatase,monoraphidium neglectum,2
3-ketoacyl-coa synthase 11,monoraphidium neglectum,3
dephospho-coa kinase,monoraphidium neglectum,2
putative atp-dependent rna helicase ddx60,monoraphidium neglectum,2
f-box protein,monoraphidium neglectum,5
inhibitor of growth protein 3,monoraphidium neglectum,2
tubulin-specific chaperone a,monoraphidium neglectum,2
solute carrier family 35 member e3,monoraphidium neglectum,4
alternative oxidase 4,monoraphidium neglectum,2
subunit of the escrt-i complex,monoraphidium neglectum,2
flagellar associated protein,monoraphidium neglectum,52
"putative mfs transporter, agza family, xanthine/uracil permease",monoraphidium neglectum,7
phosphoglycerate mutase,monoraphidium neglectum,6
cytochrome p450,monoraphidium neglectum,16
putative tartrate transporter,monoraphidium neglectum,8
d-lactate dehydrogenase (cytochrome),monoraphidium neglectum,2
putative pre-mrna-processing factor 6,monoraphidium neglectum,2
sulfite reductase (nadph) flavoprotein alpha-component,monoraphidium neglectum,2
manganese transport protein,monoraphidium neglectum,2
map kinase phosphatase 5,monoraphidium neglectum,2
exosome complex exonuclease rrp40,monoraphidium neglectum,2
oxidoreductase nad-binding domain-containingprotein 1,monoraphidium neglectum,2
nuclear transport factor 2,monoraphidium neglectum,2
putative tld domain-containing protein,monoraphidium neglectum,2
skp1-like protein 1a,monoraphidium neglectum,2
protein arginine n-methyltransferase 5,monoraphidium neglectum,2
hyperpolarization activated cyclicnucleotide-gated potassium channel 4,monoraphidium neglectum,2
atp-dependent rna helicase ddx35,monoraphidium neglectum,2
osmotic avoidance abnormal protein 3,monoraphidium neglectum,2
beta-fructofuranosidase,monoraphidium neglectum,3
"adaptor protein complex, sigma subunit",monoraphidium neglectum,2
molecular chaperone dnak,monoraphidium neglectum,4
methyltransferase,monoraphidium neglectum,2
"dynein heavy chain, axonemal",monoraphidium neglectum,4
"dynein heavy chain 6, axonemal",monoraphidium neglectum,4
"dynein-1-alpha heavy chain, flagellar inner armi1 complex",monoraphidium neglectum,4
prolyl endopeptidase,monoraphidium neglectum,4
sulfoquinovosyltransferase,monoraphidium neglectum,4
myosin-9,monoraphidium neglectum,2
"dna-directed rna polymerases i, ii, and iii subunit rpabc5",monoraphidium neglectum,2
coiled-coil domain-containing like protein 42,monoraphidium neglectum,2
metacaspase-2,monoraphidium neglectum,4
rna-binding protein 42,monoraphidium neglectum,2
cationic amino acid transporter,monoraphidium neglectum,3
60s ribosomal protein l11,monoraphidium neglectum,3
intraflagellar transport protein,monoraphidium neglectum,4
"mannosidase, beta a, lysosomal",monoraphidium neglectum,2
protein tas,monoraphidium neglectum,5
atp-dependent clp protease adaptor protein clps,monoraphidium neglectum,2
uncharacterized protein,monoraphidium neglectum,77
centromeric protein e,monoraphidium neglectum,2
glutathione s-transferase,monoraphidium neglectum,20
alcohol dehydrogenase,monoraphidium neglectum,5
anaphase-promoting complex subunit 8,monoraphidium neglectum,2
selenocysteine-specific elongation factor,monoraphidium neglectum,2
"platelet-activating factor acetylhydrolase 2,40kda",monoraphidium neglectum,2
chlorophyll a-b binding protein of lhcii typei,monoraphidium neglectum,9
beta-aspartyl-peptidase (threonine type),monoraphidium neglectum,2
isoaspartyl peptidase/l-asparaginase,monoraphidium neglectum,2
biotin carboxylase,monoraphidium neglectum,6
alanine transaminase,monoraphidium neglectum,7
tyrosine-protein kinase txk,monoraphidium neglectum,2
inorganic phosphate transporter 1-9,monoraphidium neglectum,2
putative s-adenosyl-l-methionine-dependent methyltransferase,monoraphidium neglectum,4
26s proteasome non-atpase regulatory subunit 9,monoraphidium neglectum,2
rubredoxin,monoraphidium neglectum,3
cell division protease ftsh,monoraphidium neglectum,12
microspherule protein 1,monoraphidium neglectum,2
aldose 1-epimerase,monoraphidium neglectum,2
adenosine deaminase,monoraphidium neglectum,6
cleavage and polyadenylation specificity factor subunit 3,monoraphidium neglectum,2
60s ribosomal protein l18-3,monoraphidium neglectum,4
flagellar radial spoke protein 3,monoraphidium neglectum,2
histidyl-trna synthetase,monoraphidium neglectum,4
putative parkin coregulated like protein,monoraphidium neglectum,2
homoserine kinase,monoraphidium neglectum,2
isocitrate dehydrogenase (nad+),monoraphidium neglectum,4
translation initiation factor if-3,monoraphidium neglectum,3
phosducin-like protein 3,monoraphidium neglectum,2
40s ribosomal protein s19-1,monoraphidium neglectum,2
coiled-coil domain-containing protein 65,monoraphidium neglectum,2
transcription factor myb98,monoraphidium neglectum,3
dna methyltransferase 1-associated protein,monoraphidium neglectum,2
nad+ synthase (glutamine-hydrolysing),monoraphidium neglectum,2
x-pro aminopeptidase,monoraphidium neglectum,5
atp-dependent clp protease atp-binding subunit clpc,monoraphidium neglectum,6
putative plastid-lipid-associated protein 6,monoraphidium neglectum,2
dna excision repair protein ercc-6,monoraphidium neglectum,4
putative dna repair and recombination protein rad26-like protein,monoraphidium neglectum,2
lysosomal pro-x carboxypeptidase,monoraphidium neglectum,2
1-deoxy-d-xylulose-5-phosphate synthase,monoraphidium neglectum,3
peptidase s8/s53 subtilisin kexin sedolisin,monoraphidium neglectum,22
phenylalanyl-trna synthetase alphachain,monoraphidium neglectum,4
activator heat shock protein atpase,monoraphidium neglectum,2
early light-inducible protein,monoraphidium neglectum,2
nuclear prelamin a recognition factor-like protein,monoraphidium neglectum,2
"dynein heavy chain 1, axonemal",monoraphidium neglectum,8
putative atp-dependent rna helicase dhx36,monoraphidium neglectum,2
putative atp-dependent rna helicase dhx57,monoraphidium neglectum,3
ubiquitin-conjugating enzyme e2 s,monoraphidium neglectum,2
aldo/keto reductase family protein,monoraphidium neglectum,2
aldo/keto reductase family,monoraphidium neglectum,2
thioredoxin-like protein,monoraphidium neglectum,5
"protein cbby, chromosomal",monoraphidium neglectum,2
putative serine/threonine-protein kinase snt7,monoraphidium neglectum,3
selenoprotein flags: precursor,monoraphidium neglectum,2
putative palmitoyltransferase zdhhc11,monoraphidium neglectum,2
photosystem i reaction center subunit n,monoraphidium neglectum,2
"dynein heavy chain 17, axonemal",monoraphidium neglectum,2
"dynein heavy chain 7, axonemal",monoraphidium neglectum,9
dynein heavy chain 9,monoraphidium neglectum,2
putative serine/threonine-protein kinase gdt8,monoraphidium neglectum,2
